Record_ID,Customer_ID,Activity_Month,Region,District,Area_Type,Gender,Age_Group,Customer_Segment,Customer_Tenure_Months,Device_Type,Network_Generation,Primary_Use_Case,Bundle_Tier,Bundle_Configuration,Bundle_Price_MWK,Purchase_Channel,Payment_Method,Promotion_Received,Purchase_Count,Included_Data_MB_Per_Purchase,Included_Voice_Min_Per_Purchase,Included_SMS_Per_Purchase,Total_Data_Allowance_MB,Data_Used_MB,Data_Utilisation_Pct,Total_Voice_Allowance_Min,Voice_Used_Min,Voice_Utilisation_Pct,Total_SMS_Allowance,SMS_Used,SMS_Utilisation_Pct,Total_Bundle_Spend_MWK,Avg_Download_Speed_Mbps,Network_Downtime_Hours,Dropped_Call_Count,Support_Contacts,Complaint_Category,Complaint_Resolved,Resolution_Time_Hours,Satisfaction_Score,NPS_Score,Repeat_Purchase_Within_30_Days,Churn_Risk,Customer_Status
REC-0491,TNM-C0150,2026-02-01,Central,Dedza,Rural,Female,45–54,Salaried Employee,34,Mid-range Smartphone,4G,Work / Business,Mxit 2000,Balanced,2000,TNM Smart App,Mpamba Wallet,Yes,5,1024,50,300,5120,3422,0.6684,250,164,0.656,1500,681,0.454,10000,18.35,5.0,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0492,TNM-C0150,2026-03-01,Central,Dedza,Rural,Female,45–54,Salaried Employee,35,Mid-range Smartphone,4G,Work / Business,Mxit 1000,Balanced,1000,USSD *202#,Mpamba Wallet,No,5,300,20,100,1500,1500,1.0,100,91,0.91,500,239,0.478,5000,17.21,2.9,3,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0493,TNM-C0150,2026-04-01,Central,Dedza,Rural,Female,45–54,Salaried Employee,36,Mid-range Smartphone,4G,Work / Business,Mxit 1000,Balanced,1000,USSD *202#,Mpamba Wallet,No,5,300,20,100,1500,1384,0.9227,100,79,0.79,500,159,0.318,5000,18.01,0.8,4,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0494,TNM-C0150,2026-05-01,Central,Dedza,Rural,Female,45–54,Salaried Employee,37,Mid-range Smartphone,4G,Work / Business,Mxit 2000,Data Heavy,2000,USSD *202#,Airtime Balance,No,3,1382,30,195,4146,2996,0.7226,90,51,0.5667,585,383,0.6547,6000,8.36,4.0,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0495,TNM-C0150,2026-06-01,Central,Dedza,Rural,Female,45–54,Salaried Employee,38,Mid-range Smartphone,4G,Work / Business,Mxit 1000,Balanced,1000,USSD *202#,Mpamba Wallet,No,6,300,20,100,1800,1341,0.745,120,97,0.8083,600,366,0.61,6000,6.54,4.3,4,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0496,TNM-C0151,2026-04-01,Northern,Mzimba,Rural,Male,45–54,Farmer,41,Entry Smartphone,2G,Mobile Money,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,No,3,1024,50,300,3072,2114,0.6882,150,73,0.4867,900,708,0.7867,6000,0.32,13.5,10,1,Poor Coverage,Yes,6.0,2,3,Yes,High,At Risk
REC-0497,TNM-C0151,2026-05-01,Northern,Mzimba,Rural,Male,45–54,Farmer,42,Entry Smartphone,2G,Mobile Money,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,Yes,9,120,8,30,1080,298,0.2759,72,24,0.3333,270,248,0.9185,4500,0.09,11.9,10,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0498,TNM-C0151,2026-06-01,Northern,Mzimba,Rural,Male,45–54,Farmer,43,Entry Smartphone,2G,Mobile Money,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,4,300,20,100,1200,523,0.4358,80,35,0.4375,400,363,0.9075,4000,0.21,23.1,5,0,None,Not Applicable,0.0,3,7,Yes,Medium,Active
REC-0499,TNM-C0152,2026-03-01,Southern,Zomba,Rural,Female,35–44,Informal Worker,5,Entry Smartphone,3G,Work / Business,Mxit 1000,Data Heavy,1000,USSD *202#,Mpamba Wallet,No,2,405,12,65,810,650,0.8025,24,11,0.4583,130,56,0.4308,2000,6.36,12.3,7,0,None,Not Applicable,0.0,2,3,No,High,Churned
REC-0500,TNM-C0153,2026-01-01,Northern,Karonga,Rural,Female,35–44,Farmer,37,Entry Smartphone,4G,Family Communication,Mxit 500,Voice Heavy,500,USSD *202#,Mpamba Wallet,No,5,74,12,30,370,111,0.3,60,28,0.4667,150,116,0.7733,2500,9.67,8.5,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0501,TNM-C0153,2026-02-01,Northern,Karonga,Rural,Female,35–44,Farmer,38,Entry Smartphone,4G,Family Communication,Mxit 500,Social & Messaging,500,USSD *202#,Airtime Balance,Yes,6,110,5,52,660,479,0.7258,30,26,0.8667,312,202,0.6474,3000,25.47,3.8,2,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0502,TNM-C0153,2026-03-01,Northern,Karonga,Rural,Female,35–44,Farmer,39,Entry Smartphone,4G,Family Communication,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,5,186,29,100,930,699,0.7516,145,139,0.9586,500,348,0.696,5000,7.88,2.6,3,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0503,TNM-C0153,2026-04-01,Northern,Karonga,Rural,Female,35–44,Farmer,40,Entry Smartphone,4G,Family Communication,Mxit 500,Data Heavy,500,USSD *202#,Airtime Balance,Yes,8,162,5,20,1296,826,0.6373,40,29,0.725,160,116,0.725,4000,8.03,2.0,2,1,None,Not Applicable,0.0,5,9,Yes,Low,Active
REC-0504,TNM-C0153,2026-05-01,Northern,Karonga,Rural,Female,35–44,Farmer,41,Entry Smartphone,4G,Family Communication,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,Yes,3,186,29,100,558,264,0.4731,87,38,0.4368,300,173,0.5767,3000,18.67,5.0,4,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0505,TNM-C0153,2026-06-01,Northern,Karonga,Rural,Female,35–44,Farmer,42,Entry Smartphone,4G,Family Communication,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,2,186,29,100,372,181,0.4866,58,53,0.9138,200,184,0.92,2000,15.56,7.9,2,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0506,TNM-C0154,2026-02-01,Central,Kasungu,Rural,Male,18–24,Student,39,Mid-range Smartphone,3G,Education,Mxit 500,Balanced,500,TNM Smart App,Mpamba Wallet,No,3,120,8,30,360,260,0.7222,24,9,0.375,90,50,0.5556,1500,3.78,15.4,2,0,None,Not Applicable,0.0,2,4,Yes,High,At Risk
REC-0507,TNM-C0154,2026-03-01,Central,Kasungu,Rural,Male,18–24,Student,40,Mid-range Smartphone,3G,Education,Mxit 1000,Data Heavy,1000,USSD *202#,Mpamba Wallet,No,3,405,12,65,1215,777,0.6395,36,3,0.0833,195,117,0.6,3000,4.09,14.7,6,1,Slow Internet,Yes,15.1,2,2,No,High,At Risk
REC-0508,TNM-C0155,2026-03-01,Southern,Zomba,Urban,Male,25–34,Student,16,Mid-range Smartphone,4G,Social Media,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,6,300,20,100,1800,1729,0.9606,120,60,0.5,600,339,0.565,6000,29.19,5.8,1,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0509,TNM-C0155,2026-04-01,Southern,Zomba,Urban,Male,25–34,Student,17,Mid-range Smartphone,4G,Social Media,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,Yes,3,1024,50,300,3072,3061,0.9964,150,69,0.46,900,508,0.5644,6000,9.56,2.1,2,0,None,Not Applicable,0.0,5,10,Yes,Low,Active
REC-0510,TNM-C0155,2026-05-01,Southern,Zomba,Urban,Male,25–34,Student,18,Mid-range Smartphone,4G,Social Media,Mxit 5000,Data Heavy,5000,USSD *202#,Airtime Balance,No,3,4147,90,325,12441,7797,0.6267,270,128,0.4741,975,686,0.7036,15000,8.41,0.5,1,0,None,Not Applicable,0.0,4,10,Yes,Low,Active
REC-0511,TNM-C0155,2026-06-01,Southern,Zomba,Urban,Male,25–34,Student,19,Mid-range Smartphone,4G,Social Media,Mxit 500,Voice Heavy,500,USSD *202#,Airtime Balance,No,5,74,12,30,370,329,0.8892,60,21,0.35,150,139,0.9267,2500,22.87,2.1,1,1,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0512,TNM-C0156,2026-04-01,Central,Mchinji,Rural,Male,35–44,Farmer,82,Entry Smartphone,2G,Education,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,4,186,29,100,744,516,0.6935,116,25,0.2155,400,239,0.5975,4000,0.08,18.7,10,0,None,Not Applicable,0.0,2,1,No,High,At Risk
REC-0513,TNM-C0157,2026-03-01,Northern,Mzuzu,Rural,Male,35–44,Farmer,76,Mid-range Smartphone,4G,Social Media,Mxit 5000,Voice Heavy,5000,USSD *202#,Mpamba Wallet,Yes,1,1905,218,500,1905,1273,0.6682,218,118,0.5413,500,224,0.448,5000,23.32,4.1,3,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0514,TNM-C0157,2026-04-01,Northern,Mzuzu,Rural,Male,35–44,Farmer,77,Mid-range Smartphone,4G,Social Media,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,Yes,5,405,12,65,2025,1449,0.7156,60,33,0.55,325,200,0.6154,5000,18.88,2.0,2,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0515,TNM-C0157,2026-05-01,Northern,Mzuzu,Rural,Male,35–44,Farmer,78,Mid-range Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,USSD *202#,Mpamba Wallet,No,2,1382,30,195,2764,1868,0.6758,60,26,0.4333,390,213,0.5462,4000,28.93,7.1,3,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0516,TNM-C0157,2026-06-01,Northern,Mzuzu,Rural,Male,35–44,Farmer,79,Mid-range Smartphone,4G,Social Media,Mxit 2000,Balanced,2000,USSD *202#,Mpamba Wallet,No,1,1024,50,300,1024,434,0.4238,50,27,0.54,300,264,0.88,2000,21.27,2.1,2,0,None,Not Applicable,0.0,4,7,No,Low,At Risk
REC-0517,TNM-C0158,2026-01-01,Southern,Thyolo,Rural,Female,25–34,Informal Worker,94,Feature Phone,3G,Mobile Money,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,No,7,120,8,30,840,437,0.5202,56,12,0.2143,210,171,0.8143,3500,6.56,7.9,5,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0518,TNM-C0158,2026-02-01,Southern,Thyolo,Rural,Female,25–34,Informal Worker,95,Feature Phone,3G,Mobile Money,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,6,405,12,65,2430,1207,0.4967,72,26,0.3611,390,271,0.6949,6000,4.14,5.9,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0519,TNM-C0158,2026-03-01,Southern,Thyolo,Rural,Female,25–34,Informal Worker,96,Feature Phone,3G,Mobile Money,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,Yes,6,120,8,30,720,388,0.5389,48,29,0.6042,180,103,0.5722,3000,6.18,10.3,7,1,Slow Internet,No,18.8,2,3,No,High,At Risk
REC-0520,TNM-C0159,2026-05-01,Central,Dedza,Urban,Female,25–34,SME / Trader,71,Entry Smartphone,2G,Entertainment,Mxit 500,Data Heavy,500,TNM Smart App,Mpamba Wallet,Yes,6,162,5,20,972,685,0.7047,30,11,0.3667,120,53,0.4417,3000,0.25,9.7,5,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0521,TNM-C0159,2026-06-01,Central,Dedza,Urban,Female,25–34,SME / Trader,72,Entry Smartphone,2G,Entertainment,Mxit 1000,Data Heavy,1000,TNM Smart App,Mpamba Wallet,No,4,405,12,65,1620,1506,0.9296,48,24,0.5,260,104,0.4,4000,0.14,12.5,6,1,Slow Internet,No,31.8,2,4,No,High,At Risk
REC-0522,TNM-C0160,2026-03-01,Southern,Mulanje,Rural,Male,35–44,Informal Worker,91,Feature Phone,2G,Entertainment,Mxit 2000,Data Heavy,2000,USSD *202#,Airtime Balance,No,4,1382,30,195,5528,3186,0.5763,120,46,0.3833,780,180,0.2308,8000,0.3,16.8,7,0,None,Not Applicable,0.0,3,6,Yes,Medium,Active
REC-0523,TNM-C0160,2026-04-01,Southern,Mulanje,Rural,Male,35–44,Informal Worker,92,Feature Phone,2G,Entertainment,Mxit 200,Data Heavy,200,USSD *202#,Mpamba Wallet,No,10,34,2,6,340,335,0.9853,20,6,0.3,60,18,0.3,2000,0.07,16.2,8,1,Voice Quality,No,110.7,1,0,Yes,High,At Risk
REC-0524,TNM-C0160,2026-05-01,Southern,Mulanje,Rural,Male,35–44,Informal Worker,93,Feature Phone,2G,Entertainment,Mxit 200,Balanced,200,USSD *202#,Mpamba Wallet,Yes,10,25,3,10,250,192,0.768,30,10,0.3333,100,60,0.6,2000,0.2,10.8,12,0,None,Not Applicable,0.0,3,3,Yes,Medium,Active
REC-0525,TNM-C0160,2026-06-01,Southern,Mulanje,Rural,Male,35–44,Informal Worker,94,Feature Phone,2G,Entertainment,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,Yes,3,405,12,65,1215,1215,1.0,36,3,0.0833,195,83,0.4256,3000,0.17,14.8,14,0,None,Not Applicable,0.0,2,3,No,High,At Risk
REC-0526,TNM-C0161,2026-04-01,Central,Dedza,Rural,Male,35–44,Farmer,39,Entry Smartphone,3G,Family Communication,Mxit 2000,Voice Heavy,2000,USSD *202#,Airtime Balance,No,2,635,72,300,1270,337,0.2654,144,144,1.0,600,442,0.7367,4000,2.37,7.8,8,1,App / USSD Failure,Yes,4.8,3,3,Yes,Medium,Active
REC-0527,TNM-C0161,2026-05-01,Central,Dedza,Rural,Male,35–44,Farmer,40,Entry Smartphone,3G,Family Communication,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,Yes,9,120,8,30,1080,637,0.5898,72,62,0.8611,270,207,0.7667,4500,1.83,3.1,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0528,TNM-C0161,2026-06-01,Central,Dedza,Rural,Male,35–44,Farmer,41,Entry Smartphone,3G,Family Communication,Mxit 2000,Social & Messaging,2000,TNM Smart App,Mpamba Wallet,Yes,4,942,30,525,3768,1495,0.3968,120,108,0.9,2100,1704,0.8114,8000,4.74,14.1,5,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0529,TNM-C0162,2026-02-01,Central,Nkhotakota,Rural,Male,25–34,SME / Trader,75,Feature Phone,2G,Work / Business,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,No,9,120,8,30,1080,775,0.7176,72,40,0.5556,270,111,0.4111,4500,0.15,15.5,12,0,None,Not Applicable,0.0,2,2,No,High,At Risk
REC-0530,TNM-C0163,2026-02-01,Southern,Thyolo,Rural,Male,35–44,Farmer,33,Mid-range Smartphone,3G,Family Communication,Mxit 500,Social & Messaging,500,TNM Smart App,Mpamba Wallet,Yes,9,110,5,52,990,582,0.5879,45,45,1.0,468,258,0.5513,4500,5.11,14.1,1,0,None,Not Applicable,0.0,3,5,No,Medium,At Risk
REC-0531,TNM-C0164,2026-04-01,Central,Dedza,Rural,Male,25–34,Salaried Employee,21,Feature Phone,2G,Entertainment,Mxit 500,Data Heavy,500,USSD *202#,Airtime Balance,Yes,8,162,5,20,1296,1134,0.875,40,3,0.075,160,38,0.2375,4000,0.09,12.7,8,0,None,Not Applicable,0.0,3,8,Yes,Medium,Active
REC-0532,TNM-C0164,2026-05-01,Central,Dedza,Rural,Male,25–34,Salaried Employee,22,Feature Phone,2G,Entertainment,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,No,2,942,30,525,1884,1300,0.69,60,18,0.3,1050,227,0.2162,4000,0.3,8.4,9,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0533,TNM-C0164,2026-06-01,Central,Dedza,Rural,Male,25–34,Salaried Employee,23,Feature Phone,2G,Entertainment,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,6,405,12,65,2430,1848,0.7605,72,6,0.0833,390,292,0.7487,6000,0.1,15.9,7,2,Bundle Activation,No,49.9,1,0,Yes,High,At Risk
REC-0534,TNM-C0165,2026-01-01,Southern,Zomba,Urban,Male,25–34,SME / Trader,22,Entry Smartphone,3G,Work / Business,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,5,405,12,65,2025,1868,0.9225,60,49,0.8167,325,121,0.3723,5000,4.87,9.5,1,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0535,TNM-C0165,2026-02-01,Southern,Zomba,Urban,Male,25–34,SME / Trader,23,Entry Smartphone,3G,Work / Business,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,Yes,3,300,20,100,900,773,0.8589,60,53,0.8833,300,146,0.4867,3000,5.05,3.4,4,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0536,TNM-C0165,2026-03-01,Southern,Zomba,Urban,Male,25–34,SME / Trader,24,Entry Smartphone,3G,Work / Business,Mxit 5000,Data Heavy,5000,TNM Smart App,Airtime Balance,No,1,4147,90,325,4147,3495,0.8428,90,59,0.6556,325,224,0.6892,5000,7.4,8.6,4,0,None,Not Applicable,0.0,3,2,No,High,Churned
REC-0537,TNM-C0166,2026-04-01,Central,Dedza,Rural,Male,18–24,Student,79,Premium Smartphone,4G,Education,Mxit 2000,Data Heavy,2000,TNM Smart App,Mpamba Wallet,Yes,4,1382,30,195,5528,4964,0.898,120,62,0.5167,780,603,0.7731,8000,8.14,1.2,4,3,Slow Internet,No,9.9,3,6,Yes,Medium,Active
REC-0538,TNM-C0166,2026-05-01,Central,Dedza,Rural,Male,18–24,Student,80,Premium Smartphone,4G,Education,Mxit 500,Balanced,500,USSD *202#,Mpamba Wallet,No,7,120,8,30,840,819,0.975,56,27,0.4821,210,126,0.6,3500,7.05,1.6,3,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0539,TNM-C0166,2026-06-01,Central,Dedza,Rural,Male,18–24,Student,81,Premium Smartphone,4G,Education,Mxit 1000,Balanced,1000,TNM Smart App,Mpamba Wallet,No,3,300,20,100,900,401,0.4456,60,16,0.2667,300,116,0.3867,3000,13.52,1.6,2,0,None,Not Applicable,0.0,4,10,Yes,Low,Active
REC-0540,TNM-C0167,2026-05-01,Central,Lilongwe,Urban,Female,25–34,SME / Trader,23,Mid-range Smartphone,4G,Entertainment,Mxit 500,Data Heavy,500,TNM Smart App,Airtime Balance,Yes,10,162,5,20,1620,1620,1.0,50,29,0.58,200,10,0.05,5000,31.44,0.3,2,0,None,Not Applicable,0.0,5,6,Yes,Low,Active
REC-0541,TNM-C0167,2026-06-01,Central,Lilongwe,Urban,Female,25–34,SME / Trader,24,Mid-range Smartphone,4G,Entertainment,Mxit 200,Data Heavy,200,TNM Smart App,Mpamba Wallet,Yes,11,34,2,6,374,330,0.8824,22,4,0.1818,66,19,0.2879,2200,11.03,5.0,2,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0542,TNM-C0168,2026-04-01,Southern,Zomba,Urban,Female,25–34,Salaried Employee,88,Entry Smartphone,3G,Work / Business,Mxit 2000,Data Heavy,2000,TNM Smart App,Mpamba Wallet,No,2,1382,30,195,2764,1753,0.6342,60,40,0.6667,390,186,0.4769,4000,3.13,5.4,2,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0543,TNM-C0168,2026-05-01,Southern,Zomba,Urban,Female,25–34,Salaried Employee,89,Entry Smartphone,3G,Work / Business,Mxit 2000,Data Heavy,2000,USSD *202#,Airtime Balance,No,2,1382,30,195,2764,2095,0.758,60,43,0.7167,390,257,0.659,4000,9.03,5.6,4,0,None,Not Applicable,0.0,4,10,No,Low,At Risk
REC-0544,TNM-C0169,2026-02-01,Southern,Neno,Rural,Female,25–34,Salaried Employee,57,Mid-range Smartphone,4G,Work / Business,Mxit 5000,Social & Messaging,5000,USSD *202#,Airtime Balance,No,3,2826,90,875,8478,5548,0.6544,270,236,0.8741,2625,1572,0.5989,15000,6.66,10.5,2,0,None,Not Applicable,0.0,4,3,Yes,Medium,Active
REC-0545,TNM-C0169,2026-03-01,Southern,Neno,Rural,Female,25–34,Salaried Employee,58,Mid-range Smartphone,4G,Work / Business,Mxit 500,Data Heavy,500,TNM Smart App,Mpamba Wallet,Yes,4,162,5,20,648,533,0.8225,20,14,0.7,80,22,0.275,2000,17.54,2.5,0,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0546,TNM-C0169,2026-04-01,Southern,Neno,Rural,Female,25–34,Salaried Employee,59,Mid-range Smartphone,4G,Work / Business,Mxit 10000,Data Heavy,10000,USSD *202#,Airtime Balance,No,2,11059,210,650,22118,18104,0.8185,420,304,0.7238,1300,381,0.2931,20000,5.11,2.3,4,0,None,Not Applicable,0.0,3,2,No,Medium,At Risk
REC-0547,TNM-C0170,2026-05-01,Southern,Mulanje,Rural,Female,25–34,Farmer,23,Premium Smartphone,4G,Mobile Money,Mxit 500,Data Heavy,500,USSD *202#,Airtime Balance,No,8,162,5,20,1296,548,0.4228,40,27,0.675,160,160,1.0,4000,16.96,4.5,3,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0548,TNM-C0170,2026-06-01,Southern,Mulanje,Rural,Female,25–34,Farmer,24,Premium Smartphone,4G,Mobile Money,Mxit 1000,Social & Messaging,1000,USSD *202#,Airtime Balance,No,6,276,12,175,1656,1094,0.6606,72,52,0.7222,1050,872,0.8305,6000,7.56,0.4,4,0,None,Not Applicable,0.0,5,9,Yes,Low,Active
REC-0549,TNM-C0171,2026-03-01,Central,Lilongwe,Urban,Male,18–24,Other,29,Premium Smartphone,4G,Work / Business,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,4,186,29,100,744,629,0.8454,116,100,0.8621,400,193,0.4825,4000,10.82,2.9,1,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0550,TNM-C0171,2026-04-01,Central,Lilongwe,Urban,Male,18–24,Other,30,Premium Smartphone,4G,Work / Business,Mxit 5000,Balanced,5000,USSD *202#,Mpamba Wallet,No,2,3072,150,500,6144,6144,1.0,300,266,0.8867,1000,366,0.366,10000,24.92,0.9,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0551,TNM-C0171,2026-05-01,Central,Lilongwe,Urban,Male,18–24,Other,31,Premium Smartphone,4G,Work / Business,Mxit 2000,Social & Messaging,2000,TNM Smart App,Airtime Balance,No,1,942,30,525,942,942,1.0,30,30,1.0,525,308,0.5867,2000,25.11,0.6,1,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0552,TNM-C0171,2026-06-01,Central,Lilongwe,Urban,Male,18–24,Other,32,Premium Smartphone,4G,Work / Business,Mxit 1000,Voice Heavy,1000,TNM Smart App,Airtime Balance,Yes,6,186,29,100,1116,977,0.8754,174,100,0.5747,600,361,0.6017,6000,13.82,1.1,0,0,None,Not Applicable,0.0,5,10,Yes,Low,Active
REC-0553,TNM-C0172,2026-05-01,Northern,Nkhata Bay,Rural,Female,18–24,Informal Worker,88,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Voice Heavy,1000,TNM Smart App,Airtime Balance,No,3,186,29,100,558,97,0.1738,87,43,0.4943,300,215,0.7167,3000,4.64,12.1,5,0,None,Not Applicable,0.0,3,6,Yes,Medium,Active
REC-0554,TNM-C0172,2026-06-01,Northern,Nkhata Bay,Rural,Female,18–24,Informal Worker,89,Mid-range Smartphone,3G,Mobile Money,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,No,3,1024,50,300,3072,1776,0.5781,150,71,0.4733,900,852,0.9467,6000,3.09,5.7,3,1,None,Not Applicable,0.0,3,4,No,High,Churned
REC-0555,TNM-C0173,2026-04-01,Southern,Thyolo,Rural,Female,25–34,Informal Worker,87,Entry Smartphone,3G,Mobile Money,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,4,405,12,65,1620,610,0.3765,48,9,0.1875,260,173,0.6654,4000,3.4,11.2,6,1,Poor Coverage,Yes,9.6,3,5,Yes,Medium,Active
REC-0556,TNM-C0173,2026-05-01,Southern,Thyolo,Rural,Female,25–34,Informal Worker,88,Entry Smartphone,3G,Mobile Money,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,Yes,2,405,12,65,810,334,0.4123,24,10,0.4167,130,56,0.4308,2000,7.72,6.3,5,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0557,TNM-C0173,2026-06-01,Southern,Thyolo,Rural,Female,25–34,Informal Worker,89,Entry Smartphone,3G,Mobile Money,Mxit 500,Data Heavy,500,USSD *202#,Mpamba Wallet,Yes,5,162,5,20,810,394,0.4864,25,16,0.64,100,93,0.93,2500,2.27,5.1,5,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0558,TNM-C0174,2026-02-01,Southern,Zomba,Urban,Female,35–44,Salaried Employee,2,Entry Smartphone,3G,Work / Business,Mxit 1000,Balanced,1000,TNM Smart App,Airtime Balance,No,3,300,20,100,900,483,0.5367,60,39,0.65,300,88,0.2933,3000,8.13,7.3,4,0,None,Not Applicable,0.0,3,7,No,High,Churned
REC-0559,TNM-C0175,2026-03-01,Southern,Blantyre,Urban,Male,25–34,Salaried Employee,41,Premium Smartphone,4G,Social Media,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,No,1,942,30,525,942,836,0.8875,30,15,0.5,525,350,0.6667,2000,19.06,2.6,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0560,TNM-C0175,2026-04-01,Southern,Blantyre,Urban,Male,25–34,Salaried Employee,42,Premium Smartphone,4G,Social Media,Mxit 5000,Social & Messaging,5000,USSD *202#,Airtime Balance,No,2,2826,90,875,5652,4617,0.8169,180,40,0.2222,1750,1048,0.5989,10000,23.45,2.6,2,1,App / USSD Failure,Yes,2.0,4,7,Yes,Low,Active
REC-0561,TNM-C0175,2026-05-01,Southern,Blantyre,Urban,Male,25–34,Salaried Employee,43,Premium Smartphone,4G,Social Media,Mxit 5000,Social & Messaging,5000,TNM Smart App,Airtime Balance,Yes,1,2826,90,875,2826,1916,0.678,90,48,0.5333,875,861,0.984,5000,24.75,0.6,2,3,Slow Internet,Yes,14.7,4,8,Yes,Low,Active
REC-0562,TNM-C0175,2026-06-01,Southern,Blantyre,Urban,Male,25–34,Salaried Employee,44,Premium Smartphone,4G,Social Media,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,Yes,2,942,30,525,1884,897,0.4761,60,30,0.5,1050,589,0.561,4000,27.28,4.4,0,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0563,TNM-C0176,2026-05-01,Northern,Mzimba,Urban,Male,18–24,Student,17,Premium Smartphone,4G,Education,Mxit 5000,Data Heavy,5000,TNM Smart App,Airtime Balance,No,2,4147,90,325,8294,7147,0.8617,180,100,0.5556,650,243,0.3738,10000,16.2,2.1,0,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0564,TNM-C0176,2026-06-01,Northern,Mzimba,Urban,Male,18–24,Student,18,Premium Smartphone,4G,Education,Mxit 2000,Balanced,2000,TNM Smart App,Mpamba Wallet,No,3,1024,50,300,3072,2397,0.7803,150,35,0.2333,900,502,0.5578,6000,32.08,1.2,1,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
